day_type,FIRGROVE,MACASSAR,LINK RD,RING AVE,MUSICA AVE,ZANDVLIET RD,N2 FREEWAY,MAIN RD,HERTZOG BLVD,ADDERLEY STR,WALE STR,LONG STR,BUITENSINGEL STR,LOOP STR,RIEBEEK STR,HEERENGRACHT,ARTSCAPE (HERTZOG BL
MondaysToFridays,05:15,via,via,via,via,via,via,via,via,via,via,via,via,via,via,via,07:15
