day_type,TYGER VALLEY CENTRE,BELLVILLE,KUILS RIVER MAIN RD,R102 VAN RIEBEECK RD,WATERSTONE,SOMERSET WEST,STRAND
MondaysToFridays,16:15,16:30,via,via,via,via,17:50
