day_type,MURDOCH VALLEY,SIMONSTOWN,MUIZENBERG,BADEN POWELL DRV,MFULENI,BRENTWOOD PARK,MALIBU,KUILS RIVER TERM
Mondays_to_Thursdays,16:10,via,via,via,via,via,via,18:10
