day_type,PELIKAN PARK,YOUNGSFIELD MILITARY,RETREAT,STEENBERG STN,SIMONSTOWN,MURDOCH VALLEY
MondaysToFridays,05:20,05:50,06:15,06:30,06:45,07:10
