ID,NAME,xcoord,ycoord,address
352,Ncumo West,18.6734660005086,-34.0534910003225,"Ntlazane Road, Harare, Cape Town Ward 98, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa"
353,Kwezi,18.6686890004724,-34.0479389996136,"Khwezi Crescent, Ilitha Park, Cape Town Ward 92, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa"
354,Ngcingcu,18.6670310001838,-34.0449290004642,"Ntlazane Road, Ilitha Park, Cape Town Ward 92, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa"
355,Makabeni,18.6605679991614,-34.0434979997296,"Spine Road, Ilitha Park, Cape Town Ward 92, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa"
356,Mfundisweni,18.6537760001325,-34.0394469993438,"Mew Way, Khaya, Cape Town Ward 92, Khayelitsha, City of Cape Town, Western Cape, 7783, South Africa"
357,Pama West,18.6528249997932,-34.0312010000016,"Pama Road, Khaya, Cape Town Ward 92, Khayelitsha, City of Cape Town, Western Cape, 7783, South Africa"
358,Sigwele,18.6518289993356,-34.0227010007495,"Sigwele Avenue, Cape Town Ward 90, Khayelitsha, City of Cape Town, Western Cape, 7783, South Africa"
359,Aliam,18.6534570000987,-34.0183439996345,"Aliam Street, Cape Town Ward 90, Khayelitsha, City of Cape Town, Western Cape, 7783, South Africa"
360,Jeff Masemola,18.6566190002576,-34.0157730001992,"Mew Way, Cape Town Ward 87, Khayelitsha, City of Cape Town, Western Cape, 7783, South Africa"
361,Civic Centre,18.4297220007067,-33.9207180002612,"Civic Centre, Hertzog Boulevard, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
372,Oscar Mpethu,18.6840239994287,-34.0563200004336,"Ntlazane Road, Kuyasa, Cape Town Ward 97, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa"
374,Adderley,18.4249320005171,-33.9205990000783,"Adderley Street, Foreshore, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
375,Riebeeck,18.4208299999154,-33.9182909992134,"Riebeek Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
376,Alfred,18.4182180002972,-33.9152949996746,"4, Somerset Road, De Waterkant, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
377,Gallows Hill,18.41610500041,-33.9119829995538,"Somerset Road, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
378,Upper Portswood,18.4130879999117,-33.9092099997766,"Woolworths Food, 105, Main Road, Green Point, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
379,Wigtown,18.4069919997801,-33.9075720002066,"The Legacy, 145, Main Road, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
380,Hill,18.4033770004586,-33.9078160003909,"Palatino, 187, Main Road, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
381,Ellerslie,18.3982969996721,-33.9081660004678,"Rockaways, 225, Main Road, Three Anchor Bay, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
382,Camberwell,18.395823999871,-33.909212000656,"Korean Soju Restaurant, 265A, Main Road, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
383,Sea Point High,18.3940839998056,-33.9106879998296,"Venezia Flats, 92, Main Road, Cape Town Ward 54, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
384,Firmount,18.3919019992448,-33.9132229998792,"LAL Cape Town, 319, Main Road, Cape Town Ward 54, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
385,Sea Point,18.3900130003611,-33.9154209996735,"The Equinox, 154, Main Road, Cape Town Ward 54, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
386,Arthur's,18.3879370007094,-33.9178660004738,"Main Road, Cape Town Ward 54, Cape Town, City of Cape Town, Western Cape, 8005, South Africa"
387,Clarens,18.3856609995649,-33.9195399996765,"Mojo Market, 30, Regent Road, Cape Town Ward 54, Cape Town, City of Cape Town, Western Cape, 8060, South Africa"
