ID,NAME,xcoord,ycoord
385,Sea Point,18.3900130003611,-33.9154209996735
386,Arthur's,18.3879370007094,-33.9178660004738
387,Clarens,18.3856609995649,-33.9195399996765
388,Kei Apple,18.3831160002194,-33.9211469997388
389,Tramway,18.3812290002058,-33.9221950001056
390,Queens Beach,18.3797209992122,-33.9213680009049
407,Waterkant,18.4217810009495,-33.9200529998925
408,St Georges,18.4224909994444,-33.9214569998594
411,Kapteinsklip,18.6216669995664,-34.0675390000189
412,Snowdon,18.6261849996912,-34.0660719996418
413,Paulsberg,18.6312650003226,-34.0637080000126
414,Langberg,18.6376270008901,-34.0605319995261
415,Spine,18.6316689998658,-34.0540370001126
416,Imperial,18.6249460003081,-34.0482879992286
417,Mitchell's Plain,18.6196090007939,-34.0464800001131
418,Pontiac,18.621154000311,-34.0446849994245
419,Kerrem,18.6189189999485,-34.0404319996255
420,Marguerite,18.6145010002027,-34.0317309991499
421,Sesame,18.6082940002716,-34.0228440000694
424,Mitchells Plain,18.6196090007939,-34.0464800001131
428,Langeberg,18.6374329993718,-34.0612579999936
435,Foreshore,18.4302909997931,-33.9183560000351
436,Lower Long,18.4231200005053,-33.9188140001425
437,Mid Long,18.4208660004257,-33.9208859998313
438,Longmarket,18.419059999777,-33.9225299997471
439,Dorp,18.4175249991247,-33.923932999696
440,Upper Long,18.4146569994686,-33.9265390000035
441,Michaelis,18.413388000784,-33.9287160007832
442,Government Ave,18.4137049995319,-33.9315220003361
443,Annandale,18.4147980000129,-33.9330999993652
444,Gardens,18.4195719999797,-33.9339760002081
449,Upper Loop,18.4139830010422,-33.9261010001467
450,Leeuwen,18.4163189997971,-33.923955999552
451,Church,18.4180560012466,-33.9223709990502
452,Mid Loop,18.420787999751,-33.9198860005193
453,Lower Loop,18.4223789999385,-33.9184259998404
458,Darling,18.4222719995466,-33.9238660001151
459,Lower Buitenkant,18.4247940000938,-33.9264929998302
460,Roeland,18.421177000587,-33.9299719996647
461,Roodehek,18.4198380005092,-33.9323019996221
462,Lower Plein,18.4240099992727,-33.9234190004501
463,Breakwater,18.4206920011734,-33.9021230003181
467,De Waal Park,18.4141129990886,-33.9378630001099
468,Upper Orange,18.4141110007472,-33.9406600003143
469,Montrose,18.4114410003133,-33.9412810001579
470,Marmion,18.4116710003106,-33.9433089996558
471,Chesterfield,18.4096759995781,-33.9432149997171
472,Invermark,18.4080060004276,-33.9430340003436
473,Molteno,18.4090989998073,-33.9403960008491
474,Rayden,18.409822000041,-33.9370770005172
475,Lower Reservoir,18.4122139990915,-33.935180999678
483,Graaff's Pool,18.3881909999363,-33.9132059996307
485,Victoria,18.522403000118,-33.8879940000339
486,Sailors Green,18.5254230000951,-33.8854120002007
487,Soldier,18.5270760010403,-33.8830489999508
488,Emerald,18.5265860008629,-33.8798699999581
489,Century Gate,18.5227880009068,-33.8819890005124
490,Edison,18.5170940003448,-33.8819259998919
491,Ocean Spirit,18.5141109997392,-33.8814880002189
492,Democracy South,18.5070809989109,-33.8804280001345
493,Quest,18.4977550010087,-33.8803780002567
494,Loxton East,18.4954080000439,-33.8830440002606
495,Loxton West,18.4921669996139,-33.8823760011081
497,Mansfield,18.4958810003145,-33.882655000889
500,Namer,18.5148729991036,-33.8817659999259
514,Portswood South,18.4147129999002,-33.9075060005706
515,Portswood North,18.4177159996633,-33.9055060005172
516,Groot Kerk,18.4211569999267,-33.9240659996739
517,Lower Kloof,18.4120930000834,-33.9286190002711
518,Eaton,18.4091459990982,-33.9316120003093
519,Welgemeend,18.4070850004056,-33.9345779995149
520,Upper Kloof,18.4050620006395,-33.9363100001186
521,Kew,18.4024590000116,-33.9369839993389
528,Waterfront,18.4210469997644,-33.9017760006923
545,Fort Wynard,18.4134129993204,-33.9053079999076
546,Beach,18.4165330004056,-33.90334299998
611,Strand,18.4209009995896,-33.9204329997289
612,Kiwu,18.5109369998816,-33.8737629993957
632,Democracy North,18.5093250003005,-33.8729099995736
633,Venus,18.5070159997879,-33.8722039999939
634,Gousblom,18.5046409995525,-33.8713749997244
635,Crassula,18.5024719989631,-33.8742299994437
636,Zastron,18.501167999195,-33.8759340000699
639,Tijgerhof,18.4946810005569,-33.88752500037
640,Boundary,18.4933460002229,-33.891410999728
641,Madeira,18.4912489994384,-33.895992000864
642,Dreyer,18.4898949997522,-33.8987840003899
643,Narwhal,18.4877719997815,-33.9031869998836
644,Sheridan,18.4857790008111,-33.9073719998563
645,Fenwick,18.4837809992333,-33.9116049994398
646,Conway,18.4825660007363,-33.9141949996983
647,Coronation,18.4808110004869,-33.9225960000597
648,Maitland,18.4865279995822,-33.9243939998764
649,Green,18.4785880002187,-33.9242480000076
650,Loco,18.4709370001299,-33.9255719998503
651,Salt River Hall,18.4617249989572,-33.9276729997453
652,Biscuit Mill,18.4568080002421,-33.9276590007852
653,Dublin,18.4532029991961,-33.9272220000616
654,Lower Church,18.4499849999157,-33.9268530005091
655,Davison,18.446236999334,-33.9264549999472
656,Barron,18.4434629997642,-33.9262940002772
657,Russel,18.4353860002275,-33.926812000367
658,Castle,18.4258760000628,-33.9240900004176
691,Waterville,18.4876089996928,-33.8040279996613
692,Nantucket,18.4887159992659,-33.8061069994371
693,Humewood,18.4941900010993,-33.8050589991
694,Devonshire,18.4997950003935,-33.8067019998221
695,Wood North,18.5038460005752,-33.8055059998565
696,Ravensmead,18.5047329995386,-33.809922998955
697,Wood Central,18.507375999132,-33.8144810010508
698,Muscadel,18.5095490004698,-33.8205329993375
699,Merlot,18.5081350006934,-33.8245369998111
700,Wood,18.5067759992843,-33.8295060001695
703,Bitten,18.5132600008225,-33.8243809996511
704,Gie South,18.5168560002703,-33.825312000362
705,Pinto,18.5185069996264,-33.8216219998283
706,Earlswood,18.5193270007132,-33.8172810000997
707,Gie Central,18.5188250001808,-33.8136619995347
708,Hamptons,18.5139129999451,-33.8061690000278
709,Gie North,18.5116999993815,-33.8042079996296
710,Wandsworth,18.5076530007207,-33.8007560003422
711,Century City,18.5063430004298,-33.8915539997488
712,Dumani,18.5374870002513,-33.8160830001625
713,Hampstead,18.5028190001294,-33.8152029998298
714,Woodlands,18.4974070001726,-33.8015599999614
715,Braselton,18.4930719995473,-33.8025910011515
719,Marine Circle,18.4778549993988,-33.8219060004263
720,Seal,18.4721130008635,-33.8149850003849
721,Shell,18.4699660003311,-33.8118299996998
722,Perlemoen,18.4667140001647,-33.8074159994189
723,Bokkombaai,18.4629589994527,-33.8035689993888
724,Kleinbaai,18.4603000002166,-33.7987500005278
725,De Mist,18.4595670004057,-33.7960699995608
734,Big Bay,18.4587639994136,-33.7927860004063
753,St Johns Wood,18.4980239991462,-33.8160230000568
754,Echium,18.4937109996397,-33.8207389999268
755,Briza,18.4910550004413,-33.8227429999711
759,Parklands Main,18.5075619993502,-33.8131139995508
760,Oakdale,18.5093959997861,-33.8117770000457
761,Dorchester,18.5115269995731,-33.8099389994796
762,Chippenham,18.5141919995952,-33.8071270003439
763,Dartford,18.5203880001043,-33.803425000412
764,Rivergate,18.5326270002013,-33.7979440000539
765,Morningfield,18.5215360007105,-33.8002680007224
766,Stables Way,18.5402770002235,-33.8121989997422
771,Ngena,18.540583000419,-33.8179479995313
772,Siyabonga,18.5420879997945,-33.8152139999889
785,Grand Canal,18.5059120006001,-33.8941199999524
786,Canal Walk South,18.510526000021,-33.8964820004323
787,Canal Walk North,18.5152400000411,-33.8926839993627
788,Waterford,18.5194269997343,-33.8890909999406
789,Waterview,18.5202899992671,-33.8868539990876
790,Estuaries,18.5206060002768,-33.8844130007426
791,Summer Greens,18.5245319999803,-33.8778490004376
792,Vryburger South,18.5339249999883,-33.8724130003976
793,Bothma,18.5335960004893,-33.8693789998497
794,Oranje,18.5345860005086,-33.8651010002161
796,Meerhof,18.5364639989673,-33.8543900003826
797,Steenhoven,18.5390160011388,-33.852840999828
798,Carmine,18.5414899993561,-33.8460930001214
799,Cellars,18.5492320006305,-33.8419989999257
800,Crimson,18.5494369995293,-33.8369310005318
801,Indigo,18.5511640001715,-33.8325810001075
802,Abalone,18.5467180002122,-33.8318480003255
803,Richwood,18.5419590000579,-33.8320590006807
804,Midwood,18.543756000086,-33.8349120000808
805,Jonkershoek,18.5439890003387,-33.8374379995887
806,Burgundy,18.5446560005216,-33.8422780007636
822,Jacob,18.5342900005449,-33.8709959998236
831,Edgemead,18.5474190000147,-33.8709109995168
832,Greenhill,18.5414610001537,-33.8694250006379
835,Cook,18.5396539991633,-33.8532340004396
836,Batavia,18.5445350002503,-33.8551269997453
837,Drommedaris,18.5505910011207,-33.8582809997469
838,Holland,18.5439759998559,-33.8619730010464
839,Rosendal,18.5399319997159,-33.8643630001172
840,Amstel,18.5427730005318,-33.866833000898
841,Athol,18.3860879994731,-33.9494570007615
842,Letchworth West,18.5446319997059,-33.8685310006853
846,Kildare,18.4959859992851,-33.8824919997021
854,Woodford,18.3850839996482,-33.9505079995378
856,Greehhill,18.5402859992821,-33.8700840004473
867,Hugenot Primary,18.641936999726,-34.0636330001107
868,Maureen,18.6454389986439,-34.06225299945
869,Martine,18.6480700004014,-34.0642420001715
870,Laura,18.6512280000158,-34.0641100002374
873,10th Avenue,18.6174680000079,-34.0419919995514
876,Kilimanjaro,18.6384119994692,-34.0607020003297
877,Picketberg,18.6400599993993,-34.0597319998396
878,Alma,18.6442839998685,-34.0593869996454
879,Nina,18.6471360006514,-34.0609519992381
880,Stella,18.650888999468,-34.0624710004858
887,Andes,18.635460999853,-34.0619609999693
888,Ural,18.6315089996851,-34.0630310000685
889,Olifantoos,18.6300199988962,-34.0604110001266
890,Corridor,18.6282149996901,-34.0582079998065
891,Boabab,18.6267780004729,-34.0555100000418
892,6th Avenue,18.6253840001655,-34.0526440004268
896,10 Avenue,18.6174680000079,-34.0419919995514
909,Clifton,18.3781339999022,-33.9335040005793
910,Clifton 2nd,18.3782850007298,-33.9370509995147
911,Clifton 3rd,18.3771490002746,-33.9401289997269
912,Clifton 4th,18.3755000001818,-33.9417730001698
913,Maidens Cove,18.3762849995792,-33.9442739997395
914,Glen Beach,18.3786329991531,-33.9470509995362
916,Whale Rock,18.3770750007771,-33.9532790005971
917,Barley Bay,18.3772460007013,-33.958892000125
918,Bakoven,18.3736729991104,-33.962976999847
919,Koeel Bay,18.3713890006435,-33.9705009997223
920,Oudekraal,18.3509879998344,-33.9883709995068
921,Llandudno,18.3475250010866,-34.0066500008933
922,Mount Rhodes,18.3511980000198,-34.019586999714
923,Ruyteplaats,18.3499690003786,-34.0133529997216
924,Helgarda,18.3496890014222,-34.0277110002855
925,Daphne,18.3480539995445,-34.0326570008849
926,Lancaster,18.3492220003861,-34.0364200003515
927,Oxford Earl,18.3501250005025,-34.0399699997441
928,Lower Victoria,18.3505209993721,-34.0429359997867
929,Northshore,18.3480060001665,-34.0470150006963
930,Fishmarket,18.3454740005308,-34.0493229997571
931,Atlantic Skipper,18.3465420006577,-34.054782000266
932,Oceana,18.345269999873,-34.0563380003299
933,Hangberg,18.3420669993576,-34.0542399990613
935,Cassel,18.3811700004587,-33.9202499996229
936,Sea Point Pool,18.3851989994983,-33.9186490003524
939,London,18.3894979994485,-33.9112339999608
940,Promenade,18.3921329999352,-33.9095059994396
941,Rocklands,18.3946219994925,-33.9080609995827
954,Koosani,18.379502000509,-33.9244340002668
955,Bantry Bay,18.3789920009082,-33.926478999148
985,Oasis,18.5098329995343,-33.8894800000802
986,Bridgeway,18.5036480004584,-33.8956119993037
988,Central Park,18.5116960002131,-33.8869250000752
990,Waterstone,18.5145089998559,-33.8851720002563
993,Studio,18.5177329998493,-33.8845560006745
1012,Upper Buitenkant,18.4186630005504,-33.9367220004901
1013,Highlands,18.4189149999279,-33.940904999752
1014,Herzlia,18.4208429992853,-33.9419969996503
1015,Exner,18.4232510004571,-33.9410169999919
1016,Wexford,18.4259730006017,-33.9409189997799
1017,St James,18.4284200003064,-33.939377000431
1018,Gardenia,18.4283309990935,-33.9368350005416
1019,Nazareth,18.4253690008965,-33.9361270008092
1032,Comrie,18.3878269995414,-33.9488820002927
1033,Prima,18.3871390007401,-33.9551230006133
1034,Platteklip,18.3871739992387,-33.9565079996607
1035,Horak,18.386005999324,-33.9583160006007
1038,Fiskaal,18.3827039998063,-33.9587340007121
1039,Chas Booth,18.3819240002869,-33.9603780002396
1040,Susan,18.3809259992674,-33.9638210004535
1041,Rontree,18.3799589999031,-33.9632829988968
1042,Houghton,18.3785250000401,-33.9599109997722
1043,Lower Camps Bay,18.3777450006163,-33.9555279996372
1058,Lindela,18.6974330004733,-34.0571319999688
1059,Dibana,18.6988289997524,-34.0504529996477
1060,Tutu,18.6979350002297,-34.0469200005451
1061,D Nyembe,18.692528000352,-34.045166999752
1062,Steve Biko,18.6857860000504,-34.0437509993334
1063,Charles Mokoena,18.6832789999844,-34.0410499991732
1064,Vuyani,18.6806680001616,-34.0373739996781
1109,Three Anchor Bay,18.3983729997728,-33.9050849993603
1110,Lighthouse,18.4023039992292,-33.9009170003327
1111,Surrey,18.405254000339,-33.9000589998962
1112,Mouille Point,18.4086170006441,-33.8996609992446
1113,Granger,18.4129560003729,-33.9013029999365
1114,Noble Square,18.4194059999518,-33.9055429998105
1115,Aquarium,18.4169960006153,-33.9077149992754
1116,Marina,18.4208809992531,-33.9113889989995
1117,Amsterdam,18.4230520002641,-33.9123590004858
1139,CPUT,18.4307110000758,-33.9296909999239
1140,District Six,18.4352079995233,-33.931468999034
1141,Zonnebloem,18.4387299998277,-33.9330900002417
1142,Coronation West,18.4431889992945,-33.934494000662
1143,Coronation East,18.4469580000615,-33.9348339996708
1144,Upper Mountain,18.4489979995459,-33.9360439998721
1145,Upper Roodebloem,18.4510610003701,-33.9375940003336
1146,Balfour,18.4516380008719,-33.9347480000674
1147,Lawley,18.4529220004481,-33.9318329999772
1148,Upper Salt River,18.4572700000171,-33.9300039998017
1149,Kent,18.4588539997053,-33.9289230005272
1150,Spencer,18.4648140001766,-33.9293300003734
1151,Salt River Rail,18.4643640000447,-33.9276580004361
1153,Hanover Street,18.4281050005458,-33.9280229997121
1154,The Castle,18.4256139997009,-33.9263069992623
1158,Chester East,18.446571999528,-33.9355369988898
1167,Chester West,18.4416050001559,-33.9342430000581
1181,Van Riebeeck,18.4100060011514,-33.93390300007
1200,St Bedes,18.3994509992191,-33.9104439998065
1201,Ravenscraig,18.4037319998953,-33.9104329998012
1202,Ben Nevis,18.4067709992137,-33.9106110000142
1203,Skye Way,18.4088560000324,-33.9110099999101
1204,High Level,18.4122349998308,-33.9121960003265
1205,Old Fire Station,18.4168319998523,-33.9172249993746
1210,Disandt,18.3858519995434,-33.9228439997626
1211,Fresnaye,18.3884360004615,-33.9219359997088
1212,Irwinton,18.3895649997141,-33.9203239995644
1213,The Glen,18.3918130005202,-33.917435999998
1214,Albany,18.3933610000397,-33.9155479999136
1215,Rhine,18.3955059994918,-33.9129339998051
1232,Kloof,18.3834340000367,-33.9242350003251
1233,Brevity Lane,18.3819020000422,-33.9244209996123
1243,Plattekloof,18.3871739992387,-33.9565079996607
1259,Dal,18.3918210002629,-33.9469149999736
1260,Kloof Nek,18.3947930005458,-33.9420790004768
1261,Cotswold,18.4018710006202,-33.9352719991025
1262,St Michael's,18.4046990003316,-33.9329010007267
1263,Belle Ombre,18.4069030004048,-33.9308979996104
1264,Ludwig's Garden,18.410099999529,-33.9304250004867
1273,Waterfront Silo,18.4235400011664,-33.9094070002069
1332,Janssens,18.5013710001693,-33.8280930000079
1333,Circle East,18.5142150001529,-33.8316039994055
1334,Potsdam,18.5261649992255,-33.8333139999836
1335,Killarney,18.5309619991107,-33.8239569990617
1336,Dunoon,18.5370169996157,-33.8158320001019
1337,Usasaza,18.5397810003343,-33.8127060001774
1338,Grey,18.4966279995796,-33.8268199999645
1339,Milnerton,18.4955079993025,-33.8719439998306
1340,Woodbridge,18.4913260000402,-33.8833109999647
1341,Lagoon Beach,18.4854010002602,-33.8916320003603
1342,Zoarvlei,18.4808459992055,-33.9007620007624
1343,Vrystaat,18.4765550002174,-33.9072950000173
1344,Section,18.4725419989822,-33.9118649995669
1345,Neptune,18.469768000397,-33.915004000258
1346,Paarden Eiland,18.4671549996032,-33.917894000509
1347,Woodstock,18.4464840006556,-33.9231180002829
1348,Thibault Square,18.4241670005728,-33.91876699988
1349,Stadium,18.4122939998315,-33.9080959994602
1350,Granger Bay,18.4148659999743,-33.9044769995946
1384,Valderrama,18.4898749997672,-33.8100240001545
1385,Garden,18.4928600000654,-33.814228999017
1390,Tritonia,18.4783480005035,-33.8207439997118
1391,Viola,18.4793879996697,-33.8184869990632
1392,Blouberg Rise,18.4784449999879,-33.8142460001453
1393,Stirling,18.4764989994824,-33.812887000371
1394,West Beach,18.4784919999585,-33.8107559999804
1395,Cabin,18.4781879992302,-33.8082750002474
1396,Blouberg Sands,18.4758410003397,-33.8042649998167
1397,Radar,18.4783139998314,-33.7999050002363
1398,Tryall,18.4839869994971,-33.7975049990293
1399,Oakland Hills,18.48662600032,-33.799775000269
1415,Link,18.4969480001244,-33.8160150004131
1420,Braseltown,18.49261900041,-33.8027459998762
1451,Ravenswood,18.5047329995386,-33.809922998955
1476,Melkbosch,18.4523679999288,-33.7250150002965
1478,Marine,18.460512999517,-33.7924629998319
1479,Water's Edge,18.4566379995575,-33.788749999924
1480,La Paloma,18.4523870006417,-33.7815990008906
1481,Hol Bay,18.4422530002222,-33.7463820000968
1482,Melbosstrand,18.4423630005377,-33.7308330005426
1501,Waratah,18.4560109998981,-33.7358130008295
1502,Atalantes,18.4474620006133,-33.7234839998526
1503,Robben,18.4456739997246,-33.7169140001237
1504,Hoffe South,18.4462870006566,-33.7112980001221
1505,Riebeeckstrand,18.4442969998128,-33.7056660003302
1506,Pelican,18.4437549998054,-33.7015820008546
1507,Hoffe North,18.4418520000673,-33.6969909996144
1508,Dunker,18.4427619995269,-33.6937439994174
1509,Edward,18.4427140000001,-33.6917659999599
1510,Narcissus,18.4444239999147,-33.6901650004093
1511,Human,18.448459999412,-33.6876570006353
1512,Kemp,18.4521959999311,-33.6852860006524
1514,Le Sueur,18.4548519998714,-33.687031000516
1515,Losperds,18.4528020005997,-33.6899140003447
1516,Petrus,18.4502150006944,-33.6922400007736
1517,Raymond,18.4477820002513,-33.692553999351
1518,Waldeck,18.445559999748,-33.6945150003067
1535,John Dreyer,18.4916199999347,-33.5877789998323
1536,Johan Heyns,18.4897020006063,-33.5925299998885
1537,Industrial,18.4841139992816,-33.5967430000808
1538,Charles Piers,18.4812550010168,-33.5991310000482
1539,Louwtjie Rothman,18.4789530006831,-33.5975770005762
1561,Kunene,18.5125919997023,-33.8630590004036
1562,Dawn,18.5177519996852,-33.8551389996809
1563,Esso,18.5213279993004,-33.8584839996353
1564,First,18.5213200005287,-33.8620119999056
1565,Marconi,18.5196549990717,-33.8655150003061
1566,Bolt,18.5180669999902,-33.8681379995475
1567,Drill,18.5190560004666,-33.8732289995691
1568,Bosmansdam,18.5208869996638,-33.8784569998705
1585,Montague Gardens,18.5159960000393,-33.8554670001728
1620,Sanddrift,18.5104089994598,-33.8837259993046
1621,Phoenix,18.5129279999411,-33.8723870007131
1623,Refinery,18.5203000009037,-33.8486609998594
1629,Turf Club,18.5111290000048,-33.8626109999293
1631,Sandrift,18.510278000472,-33.883717999944
1742,Valley,18.3509859998886,-34.0304760004454
1743,Imizamo Yethu,18.3556970000723,-34.0299109998565
1744,Berg-en-Dal,18.3571790000445,-34.0366619995896
1745,Scott,18.3587990008604,-34.0395460001202
1746,Military,18.3593710004389,-34.0426450002502
1747,Hout Bay,18.3590409999789,-34.0453169989277
1808,Airport,18.5952159993637,-33.969176000184
