ROUTECODE,ROUTENAME,STOP_TYPE,STOP_DES,CLASSIFICA,X,Y
KMQ3,WATERFRONT to ENKANINI,LAST,Chris Hani Station,Stop,18.7104475815542,-34.0550898999213
KMQ4,WATERFRONT to ENKANINI,FIRST,Waterfront,Station,18.4243293250799,-33.9012757723874
KMQ4,WATERFRONT to ENKANINI,LAST,Chris Hani Station,Stop,18.7104475815542,-34.0550898999213
KMQ5,WATERFRONT to ENKANINI,FIRST,Waterfront,Station,18.4243293250799,-33.9012757723874
KMQ5,WATERFRONT to ENKANINI,LAST,Chris Hani Station,Stop,18.7104475815542,-34.0550898999213
KMQ6,WATERFRONT to ENKANINI,FIRST,Waterfront,Station,18.4243293250799,-33.9012757723874
KMQ6,WATERFRONT to ENKANINI,LAST,Chris Hani Station,Stop,18.7104475815542,-34.0550898999213
KMR5,CITY GOLDEN ACRE A LANE to HARARE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
KMR5,CITY GOLDEN ACRE A LANE to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KMR9,GROOTE SCHUUR to MAKHAZA,FIRST,Groote Schuur Hospital,Stop,18.4623354571342,-33.9403394253324
KMR9,GROOTE SCHUUR to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KMS0,VILLAGE 3 to CITY,FIRST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KMS0,VILLAGE 3 to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
KMS4,CITY GOLDEN ACRE A LANE to HARARE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
KMS4,CITY GOLDEN ACRE A LANE to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KMT6,MAKHAYA to CITY,FIRST,On Joe Gqabi Street after Dullah Omar,Stop,18.6902742932905,-34.0476753182145
KMT6,MAKHAYA to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
KMU4,MOWBRAY to HARARE,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
KMU4,MOWBRAY to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KMU7,MOWBRAY to HARARE,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
KMU7,MOWBRAY to HARARE,LAST,On Japhta K Masemola Road 1st after Friedman,Stop,18.5771208439344,-34.0016041396546
KMV6,HARARE to CITY,FIRST,On Mew Way 1st after Pama,Stop,18.6524233014443,-34.028885633257
KMV6,HARARE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
KNA4,CNR. NY 108/NY 1 to VILLAGE 3,FIRST,On Klipfontein Road 1st after Steve Biko,Stop,18.5646584989376,-33.9746952773793
KNA4,CNR. NY 108/NY 1 to VILLAGE 3,LAST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KSA0,SITE C to LWANDLE,FIRST,On Govan Mbeki after Maphongwana,Stop,18.648976638373,-34.0165610584029
KSA0,SITE C to LWANDLE,LAST,Strand Bus Terminus,Stop,18.8317908249297,-34.1150233258067
KSA1,LWANDLE to SITE C,FIRST,On Broadlans Road 1st after 11th St,Stop,18.8533651796954,-34.1310077417399
KSA1,LWANDLE to SITE C,LAST,On Govan Mbeki after Mew,Stop,18.6542617586496,-34.016098222007
KSA2,SOMERSET WEST to VILLAGE 3,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSA2,SOMERSET WEST to VILLAGE 3,LAST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KSA3,MURDOCH VALLEY to HARARE,FIRST,Murdoch Valley,Stop,18.4584141556102,-34.2067891885765
KSA3,MURDOCH VALLEY to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KSA4,NYANGA TERM to SOMERSET WEST,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSA4,NYANGA TERM to SOMERSET WEST,LAST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSA5,SOMERSET WEST to NYANGA TERM,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSA5,SOMERSET WEST to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSA6,STRAND to MFULENI,FIRST,Strand,Station,18.8269297568544,-34.1175948982913
KSA6,STRAND to MFULENI,LAST,On Mfuleni Main Road after Inciniba,Stop,18.6848157807506,-34.0037573065714
KSA7,MFULENI to LWANDLE,FIRST,On Mfuleni Main Road,Stop,18.6819043661437,-34.0036416287891
KSA7,MFULENI to LWANDLE,LAST,On Main Road after Dummer,Stop,18.8462206743999,-34.0772687225529
KSB1,SOMERSET WEST to HARARE,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSB1,SOMERSET WEST to HARARE,LAST,On Bukwayo Street after Gama,Stop,18.6638366084876,-34.0561522579398
KSB2,STRAND to MFULENI,FIRST,Strand,Station,18.8269297568544,-34.1175948982913
KSB2,STRAND to MFULENI,LAST,On Mfuleni Main Road after Inciniba,Stop,18.6848157807506,-34.0037573065714
KSB4,SITE C to STRAND,FIRST,On Govan Mbeki after Maphongwana,Stop,18.648976638373,-34.0165610584029
KSB4,SITE C to STRAND,LAST,Strand,Station,18.8269297568544,-34.1175948982913
KSB5,SOMERSET WEST to MFULENI,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSB5,SOMERSET WEST to MFULENI,LAST,On Mfuleni Main Road after Inciniba,Stop,18.6848157807506,-34.0037573065714
KSB7,MURDOCH VALLEY to MAKHAZA,FIRST,Murdoch Valley,Stop,18.4584141556102,-34.2067891885765
KSB7,MURDOCH VALLEY to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSB9,HARARE to SOMERSET MALL,FIRST,On Mew Way 1st after Sinqolamthi,Stop,18.6552572290053,-34.0510349233934
KSB9,HARARE to SOMERSET MALL,LAST,On Main Road after Dummer,Stop,18.8462206743999,-34.0772687225529
KSC1,G MBEKI RD (CNR NY72) to STRAND,FIRST,On Japhta K Masemola Road 1st after NY72,Stop,18.5678080197767,-34.0023651117386
KSC1,G MBEKI RD (CNR NY72) to STRAND,LAST,Strand,Station,18.8269297568544,-34.1175948982913
KSC3,SOMERSET WEST to NYANGA TERM,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSC3,SOMERSET WEST to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSC4,MFULENI to STRAND,FIRST,On Mfuleni Main Road,Stop,18.6819043661437,-34.0036416287891
KSC4,MFULENI to STRAND,LAST,Strand,Station,18.8269297568544,-34.1175948982913
KSC5,STRAND to MFULENI,FIRST,Strand,Station,18.8269297568544,-34.1175948982913
KSC5,STRAND to MFULENI,LAST,On Mfuleni Main Road after Inciniba,Stop,18.6848157807506,-34.0037573065714
KSC7,SOMERSET WEST to NYANGA TERM,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSC7,SOMERSET WEST to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSC9,VILLAGE 3 to SOMERSET WEST,FIRST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KSC9,VILLAGE 3 to SOMERSET WEST,LAST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSD0,SOMERSET MALL to MFULENI,FIRST,On Main Road 1st after Broadway,Stop,18.8218521048804,-34.0682025920604
KSD0,SOMERSET MALL to MFULENI,LAST,On Mfuleni Main Road after Inciniba,Stop,18.6848157807506,-34.0037573065714
KSD1,STRAND to SITE C,FIRST,Strand,Station,18.8269297568544,-34.1175948982913
KSD1,STRAND to SITE C,LAST,On Govan Mbeki after Mew,Stop,18.6542617586496,-34.016098222007
KSD2,LWANDLE to NYANGA TERM,FIRST,On Broadlans Road 1st after 11th St,Stop,18.8533651796954,-34.1310077417399
KSD2,LWANDLE to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSD5,TOWN CENTRE D LANE to SOMERSET MALL,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
KSD5,TOWN CENTRE D LANE to SOMERSET MALL,LAST,On Main Road after Dummer,Stop,18.8462206743999,-34.0772687225529
KSD6,HARARE to KUILS RIVER,FIRST,On Mew Way 1st after Sinqolamthi,Stop,18.6552572290053,-34.0510349233934
KSD6,HARARE to KUILS RIVER,LAST,On Van Riebeeck Road after Stellenbosch Arterial,Stop,18.6942320858814,-33.9496802674427
KSD8,STRAND to ARTSCAPE (HERTZOG BLVD),FIRST,Strand,Station,18.8269297568544,-34.1175948982913
KSD8,STRAND to ARTSCAPE (HERTZOG BLVD),LAST,On Hertzog Boulevard after D.F. Malan,Stop,18.4296301816068,-33.9202775806995
KSD9,ARTSCAPE (HERTZOG BLVD) to STRAND,FIRST,On Heerengracht Street after Hertzog,Stop,18.4264346542723,-33.9194693969789
KSD9,ARTSCAPE (HERTZOG BLVD) to STRAND,LAST,Strand,Station,18.8269297568544,-34.1175948982913
KSE2,SITE C to SOMERSET WEST,FIRST,On Govan Mbeki after Maphongwana,Stop,18.648976638373,-34.0165610584029
KSE2,SITE C to SOMERSET WEST,LAST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSE3,SOMERSET WEST to SITE C,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSE3,SOMERSET WEST to SITE C,LAST,On Govan Mbeki after Mew,Stop,18.6542617586496,-34.016098222007
KSE5,NYANGA TERM to SOMERSET WEST,FIRST,On Emms Drive after Sine,Stop,18.5830576398986,-33.9961431481435
KSE5,NYANGA TERM to SOMERSET WEST,LAST,On Main Road 2nd after Abelia,Stop,18.8216360517252,-34.067913792231
KSE6,SOMERSET WEST to SITE C,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSE6,SOMERSET WEST to SITE C,LAST,On Govan Mbeki after Mew,Stop,18.6542617586496,-34.016098222007
KSE8,SOMERSET WEST to HARARE,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSE8,SOMERSET WEST to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KSF0,MAKHAZA to SOMERSET WEST,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSF0,MAKHAZA to SOMERSET WEST,LAST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSF1,MACASSAR to LWANDLE,FIRST,On Link Avenue,Stop,18.753724377949,-34.0567708967165
KSF1,MACASSAR to LWANDLE,LAST,On Zandvliet Road after Rembrandt,Stop,18.7750693055442,-34.0623471402261
KSF2,SOMERSET WEST to SITE C,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSF2,SOMERSET WEST to SITE C,LAST,On Govan Mbeki 1st after Solomon Tshuku,Stop,18.6472756960657,-34.0168536946655
KSF3,SOMERSET WEST to TOWN CENTRE,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSF3,SOMERSET WEST to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
KSF4,HELDERBERG VILLAGE to SITE C,FIRST,On Macassar Road after Old Main Road,Stop,18.7846435639619,-34.0543317415688
KSF4,HELDERBERG VILLAGE to SITE C,LAST,On Govan Mbeki after Mew,Stop,18.6542617586496,-34.016098222007
KSF6,BELGOTEX to MFULENI,FIRST,On Main Road after Orange,Stop,18.8558266856036,-34.0923176833633
KSF6,BELGOTEX to MFULENI,LAST,On Mfuleni Main Road after Inciniba,Stop,18.6848157807506,-34.0037573065714
KSF7,MAKHAZA to SOMERSET MALL,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSF7,MAKHAZA to SOMERSET MALL,LAST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSG0,TOWN CENTRE D LANE to SOMERSET MALL,FIRST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
KSG0,TOWN CENTRE D LANE to SOMERSET MALL,LAST,On Main Road after Dummer,Stop,18.8462206743999,-34.0772687225529
KSG2,SOMERSET WEST to MAKHAZA,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSG2,SOMERSET WEST to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSG3,MAKHAZA to SOMERSET WEST,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSG3,MAKHAZA to SOMERSET WEST,LAST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSG7,SOMERSET WEST to NYANGA TERM,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSG7,SOMERSET WEST to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSG8,HARARE to MURDOCH VALLEY,FIRST,On Mew Way 1st after Sinqolamthi,Stop,18.6552572290053,-34.0510349233934
KSG8,HARARE to MURDOCH VALLEY,LAST,On Queens Road after Seaforth,Stop,18.4517457632337,-34.1993673789684
KSG9,MURDOCH VALLEY to HARARE,FIRST,Murdoch Valley,Stop,18.4584141556102,-34.2067891885765
KSG9,MURDOCH VALLEY to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KSH0,MAKHAZA to MURDOCH VALLEY,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSH0,MAKHAZA to MURDOCH VALLEY,LAST,On Queens Road after Seaforth,Stop,18.4517457632337,-34.1993673789684
KSH1,MURDOCH VALLEY to MAKHAZA,FIRST,Murdoch Valley,Stop,18.4584141556102,-34.2067891885765
KSH1,MURDOCH VALLEY to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSH6,HARARE to KUILS RIVER,FIRST,On Mew Way 1st after Sinqolamthi,Stop,18.6552572290053,-34.0510349233934
KSH6,HARARE to KUILS RIVER,LAST,On Van Riebeeck Road after Stellenbosch Arterial,Stop,18.6942320858814,-33.9496802674427
KSH8,LWANDLE to VILLAGE 3,FIRST,On Broadlans Road 1st after 11th St,Stop,18.8533651796954,-34.1310077417399
KSH8,LWANDLE to VILLAGE 3,LAST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KSI0,SITE C to LWANDLE,FIRST,On Govan Mbeki after Maphongwana,Stop,18.648976638373,-34.0165610584029
KSI0,SITE C to LWANDLE,LAST,On Macassar Road after Old Main Road,Stop,18.7846435639619,-34.0543317415688
KSI2,HELDERBERG VILLAGE to NYANGA TERM,FIRST,On Mfuleni Main Road,Stop,18.6819043661437,-34.0036416287891
KSI2,HELDERBERG VILLAGE to NYANGA TERM,LAST,On Mfuleni Main Road after Ziqhamo,Stop,18.6851631005342,-34.003505768454
KSI3,MURDOCH VALLEY to MAKHAZA,FIRST,Murdoch Valley,Stop,18.4584141556102,-34.2067891885765
KSI3,MURDOCH VALLEY to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSI4,MFULENI to STRAND,FIRST,On Main Road after Helderberg College,Stop,18.8287371183524,-34.0705563295766
KSI4,MFULENI to STRAND,LAST,Strand,Station,18.8269297568544,-34.1175948982913
KSI6,NYANGA TERM to STRAND,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSI6,NYANGA TERM to STRAND,LAST,Strand,Station,18.8269297568544,-34.1175948982913
KSI8,NYANGA TERM to SOMERSET WEST,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSI8,NYANGA TERM to SOMERSET WEST,LAST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSJ0,PHILIPPI EAST SAP to HELDERBERG VILLAGE,FIRST,On Ntloyiya Road after Ngqwangi,Stop,18.6129674201471,-34.0119904835886
KSJ0,PHILIPPI EAST SAP to HELDERBERG VILLAGE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KSJ6,MAKHAZA to MURDOCH VALLEY,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSJ6,MAKHAZA to MURDOCH VALLEY,LAST,On Queens Road after Seaforth,Stop,18.4517457632337,-34.1993673789684
KSK0,SITE C to MURDOCH VALLEY,FIRST,On Govan Mbeki 1st after Solomon Tshuku,Stop,18.6472756960657,-34.0168536946655
KSK0,SITE C to MURDOCH VALLEY,LAST,On Queens Road after Seaforth,Stop,18.4517457632337,-34.1993673789684
KSK2,NYANGA TERM to LWANDLE,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSK2,NYANGA TERM to LWANDLE,LAST,Strand Bus Terminus,Stop,18.8317908249297,-34.1150233258067
KSK5,MURDOCH VALLEY to MAKHAZA,FIRST,Murdoch Valley,Stop,18.4584141556102,-34.2067891885765
KSK5,MURDOCH VALLEY to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KSK7,SOMERSET WEST to TOWN CENTRE,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSK7,SOMERSET WEST to TOWN CENTRE,LAST,Mitchells Plain Town Centre,Station,18.6207546317324,-34.0477058959957
KSK8,HARARE to LWANDLE,FIRST,On Mew Way 1st after Sinqolamthi,Stop,18.6552572290053,-34.0510349233934
KSK8,HARARE to LWANDLE,LAST,Strand Bus Terminus,Stop,18.8317908249297,-34.1150233258067
KSK9,SOMERSET WEST to NYANGA TERM,FIRST,Somerset West,Station,18.8499678732445,-34.0842060298739
KSK9,SOMERSET WEST to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSL2,LWANDLE to MFULENI,FIRST,On Macassar Road after Old Main Road,Stop,18.7846435639619,-34.0543317415688
KSL2,LWANDLE to MFULENI,LAST,On Mfuleni Main Road after Inciniba,Stop,18.6848157807506,-34.0037573065714
KSL4,NYANGA TERM to LWANDLE,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KSL4,NYANGA TERM to LWANDLE,LAST,On Main Road 2nd after Abelia,Stop,18.8216360517252,-34.067913792231
KSL5,STRAND to STELLENBOSCH,FIRST,Strand,Station,18.8269297568544,-34.1175948982913
KSL5,STRAND to STELLENBOSCH,LAST,On Main Road after Pintail,Stop,18.8304146132203,-34.0713880539852
KSL6,STELLENBOSCH to STRAND,FIRST,On Main Road after Helderberg College,Stop,18.8287371183524,-34.0705563295766
KSL6,STELLENBOSCH to STRAND,LAST,Strand,Station,18.8269297568544,-34.1175948982913
KTA0,PAROW to HARARE,FIRST,On Connaught Road after Market,Stop,18.5874201954347,-33.9153267743316
KTA0,PAROW to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KTA2,PAROW to MAKHAZA,FIRST,On Connaught Road after Market,Stop,18.5874201954347,-33.9153267743316
KTA2,PAROW to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KTA3,HARARE to PAROW,FIRST,On Mew Way 1st after Sinqolamthi,Stop,18.6552572290053,-34.0510349233934
KTA3,HARARE to PAROW,LAST,On Connaught Road after Jan Smuts,Stop,18.5867834508669,-33.912827387551
KTA4,VILLAGE 3 to KARL BREMER HOSP,FIRST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KTA4,VILLAGE 3 to KARL BREMER HOSP,LAST,Karl Bremer Hospital,Stop,18.6085950184608,-33.8935876982816
KTA5,PAROW to HARARE,FIRST,On Connaught Road after Market,Stop,18.5874201954347,-33.9153267743316
KTA5,PAROW to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KTA6,MAKHAZA to PAROW,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KTA6,MAKHAZA to PAROW,LAST,On Connaught Road after Jan Smuts,Stop,18.5867834508669,-33.912827387551
KTA7,PAROW to MAKHAZA,FIRST,On Connaught Road after Market,Stop,18.5874201954347,-33.9153267743316
KTA7,PAROW to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KTB0,MAKHAZA to KARL BREMER HOSP,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KTB0,MAKHAZA to KARL BREMER HOSP,LAST,Karl Bremer Hospital,Stop,18.6085950184608,-33.8935876982816
KTB1,KARL BREMER HOSP to VILLAGE 3,FIRST,Karl Bremer Hospital,Stop,18.6085950184608,-33.8935876982816
KTB1,KARL BREMER HOSP to VILLAGE 3,LAST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KTB2,KARL BREMER HOSP to VILLAGE 3,FIRST,Karl Bremer Hospital,Stop,18.6085950184608,-33.8935876982816
KTB2,KARL BREMER HOSP to VILLAGE 3,LAST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KTB3,KARL BREMER HOSP to NYANGA TERM,FIRST,Karl Bremer Hospital,Stop,18.6085950184608,-33.8935876982816
KTB3,KARL BREMER HOSP to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
KTB5,PEPCOR FACTORY to MAKHAZA,FIRST,On Radnor Street 2nd after Stellenberg,Stop,18.6039395767636,-33.934800046507
KTB5,PEPCOR FACTORY to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KTB7,TYGERBERG STN to HARARE,FIRST,Tygerberg,Station,18.6009130032869,-33.9065632267297
KTB7,TYGERBERG STN to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KTB8,VILLAGE 3 to TYGERBERG STN,FIRST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KTB8,VILLAGE 3 to TYGERBERG STN,LAST,Tygerberg,Station,18.6009130032869,-33.9065632267297
KTC1,PAROW to ENKANINI,FIRST,On Connaught Road after Market,Stop,18.5874201954347,-33.9153267743316
KTC1,PAROW to ENKANINI,LAST,Chris Hani Station,Stop,18.7104475815542,-34.0550898999213
KTC6,ENKANINI to PAROW,FIRST,Chris Hani Station,Stop,18.7104475815542,-34.0550898999213
KTC6,ENKANINI to PAROW,LAST,On Connaught Road after Jan Smuts,Stop,18.5867834508669,-33.912827387551
KTC7,MAKHAZA to PAROW,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KTC7,MAKHAZA to PAROW,LAST,On Connaught Road after Jan Smuts,Stop,18.5867834508669,-33.912827387551
KTC8,PAROW to MAKHAZA,FIRST,On Connaught Road after Market,Stop,18.5874201954347,-33.9153267743316
KTC8,PAROW to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KTD1,PAROW to HARARE,FIRST,On Connaught Road after Market,Stop,18.5874201954347,-33.9153267743316
KTD1,PAROW to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KTD2,TYGERBERG STN to MAKHAZA,FIRST,Tygerberg,Station,18.6009130032869,-33.9065632267297
KTD2,TYGERBERG STN to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KTD3,PAROW to VILLAGE 3,FIRST,On Connaught Road after Market,Stop,18.5874201954347,-33.9153267743316
KTD3,PAROW to VILLAGE 3,LAST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KTD7,TYGERBERG STN to HARARE,FIRST,Tygerberg,Station,18.6009130032869,-33.9065632267297
KTD7,TYGERBERG STN to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KTE0,HARARE to PAROW,FIRST,On Mew Way 1st after Sinqolamthi,Stop,18.6552572290053,-34.0510349233934
KTE0,HARARE to PAROW,LAST,On Connaught Road after Jan Smuts,Stop,18.5867834508669,-33.912827387551
KTE2,MAKHAZA to PAROW,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KTE2,MAKHAZA to PAROW,LAST,On Connaught Road after Jan Smuts,Stop,18.5867834508669,-33.912827387551
KWA0,PLUMSTEAD to SITE C,FIRST,On Cecil Road after Kenneth,Stop,18.4686849906158,-34.022053659083
KWA0,PLUMSTEAD to SITE C,LAST,On Govan Mbeki after Mew,Stop,18.6542617586496,-34.016098222007
KWA1,SITE C to WYNBERG,FIRST,On Govan Mbeki after Mew,Stop,18.6542617586496,-34.016098222007
KWA1,SITE C to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
KWA2,HARARE to PLUMSTEAD,FIRST,On Mew Way 1st after Sinqolamthi,Stop,18.6552572290053,-34.0510349233934
KWA2,HARARE to PLUMSTEAD,LAST,On Cecil Road after Kenneth,Stop,18.4686849906158,-34.022053659083
KWA3,PLUMSTEAD to HARARE,FIRST,On Kenneth Road (Plumstead Station),Stop,18.4694766809459,-34.0218407133639
KWA3,PLUMSTEAD to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KWA4,HARARE to WYNBERG,FIRST,On Mew Way 1st after Sinqolamthi,Stop,18.6552572290053,-34.0510349233934
KWA4,HARARE to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
KWA5,WYNBERG to HARARE,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
KWA5,WYNBERG to HARARE,LAST,On Hlonela Street after Nkulu,Stop,18.6773200800137,-34.0622826486234
KWA6,MAKHAZA to WYNBERG,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KWA6,MAKHAZA to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
KWA7,WYNBERG - MAKHAZA,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
KWA7,WYNBERG - MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KWA8,VILLAGE 3 - WYNBERG,FIRST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KWA8,VILLAGE 3 - WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
KWA9,WYNBERG - MAKHAZA,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
KWA9,WYNBERG - MAKHAZA,LAST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KWB0,SITE C to WYNBERG,FIRST,On Govan Mbeki 1st after Solomon Tshuku,Stop,18.6472756960657,-34.0168536946655
KWB0,SITE C to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
KWB1,VILLAGE 3 to WYNBERG,FIRST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KWB1,VILLAGE 3 to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
KWB2,MAKHAZA to WYNBERG,FIRST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KWB2,MAKHAZA to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
KWB3,WYNBERG to MAKHAZA,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
KWB3,WYNBERG to MAKHAZA,LAST,Khayelitsha (Makhaza),Station,18.7098366984414,-34.0500038914143
KWB4,WYNBERG to VILLAGE 3,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
KWB4,WYNBERG to VILLAGE 3,LAST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KWB7,WYNBERG to VILLAGE 3,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
KWB7,WYNBERG to VILLAGE 3,LAST,Khayelitsha Village 3,Station,18.6634576079041,-34.0259683519003
KWB8,J BLOCK to WYNBERG,FIRST,On Mongesi Road after Nanana,Stop,18.673387702193,-34.0341178334319
KWB8,J BLOCK to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
