ROUTECODE,ROUTENAME,STOP_TYPE,STOP_DES,CLASSIFICA,X,Y
DAB8,CAMBRIDGE to CITY,FIRST,Cambridge,Stop,18.4957898511714,-33.8836304365855
DAB8,CAMBRIDGE to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAB9,CITY GOLDEN ACRE D LANE to CAMBRIDGE,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAB9,CITY GOLDEN ACRE D LANE to CAMBRIDGE,LAST,On Koeberg Road 1st after Loxton,Stop,18.4959375270786,-33.882413968573
DAC2,KILLARNEY to CITY,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DAC2,KILLARNEY to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAD1,CITY GOLDEN ACRE C LANE to MILNERTON NORTH,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAD1,CITY GOLDEN ACRE C LANE to MILNERTON NORTH,LAST,On Graaff Avenue after Broad,Stop,18.4986839557635,-33.8730221514796
DAD8,KILLARNEY to MOWBRAY,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DAD8,KILLARNEY to MOWBRAY,LAST,Mowbray,Station,18.4736745575384,-33.9485832827389
DAG1,CITY GOLDEN ACRE D LANE to PARKLANDS,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAG1,CITY GOLDEN ACRE D LANE to PARKLANDS,LAST,On Gie Road after Callington,Stop,18.5116022449776,-33.8041871706195
DAG2,BLAAUWBERG RIDGE to KILLARNEY,FIRST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DAG2,BLAAUWBERG RIDGE to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DAG3,KILLARNEY to BLAAUWBERG RIDGE,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DAG3,KILLARNEY to BLAAUWBERG RIDGE,LAST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DAG8,CITY GOLDEN ACRE D LANE to SUMMER GREENS,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAG8,CITY GOLDEN ACRE D LANE to SUMMER GREENS,LAST,On Summer Greens Drive 2nd after Emerald,Stop,18.5265533903125,-33.8797316245433
DAH0,SUMMER GREENS (7/11) to CITY,FIRST,On Summer Greens Drive 2nd after Heath,Stop,18.5267031199665,-33.8800206915222
DAH0,SUMMER GREENS (7/11) to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAH4,SUMMER GREENS (7/11) to CITY,FIRST,On Summer Greens Drive 1st after Heath,Stop,18.5267049118314,-33.8796961454728
DAH4,SUMMER GREENS (7/11) to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAI0,MOWBRAY to KILLARNEY,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
DAI0,MOWBRAY to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DAI3,KILLARNEY to BLAAUWBERG RIDGE,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DAI3,KILLARNEY to BLAAUWBERG RIDGE,LAST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DAI4,KILLARNEY to CITY,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DAI4,KILLARNEY to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAI5,CITY GOLDEN ACRE D LANE to KILLARNEY,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAI5,CITY GOLDEN ACRE D LANE to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DAK0,CITY GOLDEN ACRE D LANE to BLAAUWBERG,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAK0,CITY GOLDEN ACRE D LANE to BLAAUWBERG,LAST,On Blaauwberg Road after Marine,Stop,18.4778106571529,-33.8219985033561
DAK1,BLAAUWBERG to CITY,FIRST,On Blaauwberg Road after Marine,Stop,18.4788910124677,-33.8219670105293
DAK1,BLAAUWBERG to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAK6,DU NOON to CITY,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DAK6,DU NOON to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAK8,CITY GOLDEN ACRE D LANE to KILLARNEY GARDENS,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAK8,CITY GOLDEN ACRE D LANE to KILLARNEY GARDENS,LAST,On Koeberg Road 3rd after Plattekloof,Stop,18.5255024108863,-33.8352455813071
DAL0,KILLARNEY GARDENS to CITY,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DAL0,KILLARNEY GARDENS to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAL2,CITY GOLDEN ACRE D LANE to KILLARNEY,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAL2,CITY GOLDEN ACRE D LANE to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DAL6,KILLARNEY to CITY,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DAL6,KILLARNEY to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DAL9,KILLARNEY to BLAAUWBERG RIDGE,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DAL9,KILLARNEY to BLAAUWBERG RIDGE,LAST,On Coast Road after Sandown,Stop,18.4795716621212,-33.7987551063374
DDA0,BUSY CORNER to CLAREMONT,FIRST,Grassy Park (Busy Corner),Station,18.4964590043788,-34.0490446164873
DDA0,BUSY CORNER to CLAREMONT,LAST,Claremont,Station,18.4662932508338,-33.9803571875837
DDA1,CLAREMONT to BUSY CORNER,FIRST,Claremont,Station,18.4662932508338,-33.9803571875837
DDA1,CLAREMONT to BUSY CORNER,LAST,Grassy Park (Busy Corner),Station,18.4964590043788,-34.0490446164873
DDA6,BUSY CORNER to CLAREMONT,FIRST,Grassy Park (Busy Corner),Station,18.4964590043788,-34.0490446164873
DDA6,BUSY CORNER to CLAREMONT,LAST,Claremont,Station,18.4662932508338,-33.9803571875837
DGA0,NYANGA TERM to WYNBERG,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGA0,NYANGA TERM to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
DGA1,WYNBERG to NYANGA TERM,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
DGA1,WYNBERG to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGA2,NYANGA TERM to WYNBERG,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGA2,NYANGA TERM to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
DGA3,WYNBERG to NYANGA TERM,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
DGA3,WYNBERG to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGA4,NYANGA TERM to WYNBERG,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGA4,NYANGA TERM to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
DGA5,WYNBERG to NYANGA TERM,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
DGA5,WYNBERG to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGA6,CNR. NY 5/NY 78 to WYNBERG,FIRST,On Miller Street 2nd after NY 149,Stop,18.5808644692957,-33.9842986907016
DGA6,CNR. NY 5/NY 78 to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
DGA8,WYNBERG to NYANGA TERM,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
DGA8,WYNBERG to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGB2,NYANGA TERM to WYNBERG,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGB2,NYANGA TERM to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
DGC1,WYNBERG to NYANGA TERM,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
DGC1,WYNBERG to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGC6,NYANGA TERM to WYNBERG,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DGC6,NYANGA TERM to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
DGC7,WYNBERG to NYANGA TERM,FIRST,Wynberg,Station,18.4723187782022,-34.005210977062
DGC7,WYNBERG to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DHA2,GRASSY PARK to CITY,FIRST,Grassy Park (Busy Corner),Station,18.4964590043788,-34.0490446164873
DHA2,GRASSY PARK to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DHA3,CITY GOLDEN ACRE D LANE to GRASSY PARK,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DHA3,CITY GOLDEN ACRE D LANE to GRASSY PARK,LAST,On 5th Avenue after Lilydale,Stop,18.5114493408208,-34.0412980076391
DHB2,LOTUS RIVER to CITY,FIRST,On 5th Avenue 2nd after Ferndale,Stop,18.5191221782731,-34.0403005323166
DHB2,LOTUS RIVER to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DHB3,CITY GOLDEN ACRE D LANE to LOTUS RIVER,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DHB3,CITY GOLDEN ACRE D LANE to LOTUS RIVER,LAST,On Zeekoe Road after 3rd Ave,Stop,18.5135221128403,-34.0386377476961
DKA4,NYANGA TERM to ST FRANCIS CENTRE,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DKA4,NYANGA TERM to ST FRANCIS CENTRE,LAST,On Washington Drive after Rhodes,Stop,18.5291939905507,-33.944039047843
DKB1,NYANGA TERM to LANGA N2 GATEWAY,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DKB1,NYANGA TERM to LANGA N2 GATEWAY,LAST,Langa,Station,18.5295954883097,-33.9398755224433
DQA0,MANENBERG to CLAREMONT,FIRST,Manenberg,Station,18.5498707239083,-33.9984783366869
DQA0,MANENBERG to CLAREMONT,LAST,Claremont,Station,18.4662932508338,-33.9803571875837
DQA1,CLAREMONT to MANENBERG,FIRST,Claremont,Station,18.4662932508338,-33.9803571875837
DQA1,CLAREMONT to MANENBERG,LAST,Manenberg,Station,18.5498707239083,-33.9984783366869
DQA2,MANENBERG to CLAREMONT,FIRST,Manenberg,Station,18.5498707239083,-33.9984783366869
DQA2,MANENBERG to CLAREMONT,LAST,Claremont,Station,18.4662932508338,-33.9803571875837
DRA0,MANENBERG to MOWBRAY,FIRST,Manenberg,Station,18.5498707239083,-33.9984783366869
DRA0,MANENBERG to MOWBRAY,LAST,Mowbray,Station,18.4736745575384,-33.9485832827389
DRA1,MOWBRAY to MANENBERG,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
DRA1,MOWBRAY to MANENBERG,LAST,Manenberg,Station,18.5498707239083,-33.9984783366869
DRA3,MANENBERG to CITY,FIRST,Manenberg,Station,18.5498707239083,-33.9984783366869
DRA3,MANENBERG to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DRA4,MANENBERG to CITY,FIRST,Manenberg,Station,18.5498707239083,-33.9984783366869
DRA4,MANENBERG to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DRA5,CITY GOLDEN ACRE G LANE to MANENBERG,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DRA5,CITY GOLDEN ACRE G LANE to MANENBERG,LAST,Manenberg,Station,18.5498707239083,-33.9984783366869
DRA6,MANENBERG to CITY,FIRST,Manenberg,Station,18.5498707239083,-33.9984783366869
DRA6,MANENBERG to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DRA7,CITY GOLDEN ACRE A LANE to MANENBERG,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DRA7,CITY GOLDEN ACRE A LANE to MANENBERG,LAST,Manenberg,Station,18.5498707239083,-33.9984783366869
DRA8,MANENBERG to MOWBRAY,FIRST,Manenberg,Station,18.5498707239083,-33.9984783366869
DRA8,MANENBERG to MOWBRAY,LAST,Mowbray,Station,18.4736745575384,-33.9485832827389
DRC7,MOWBRAY to MANENBERG,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
DRC7,MOWBRAY to MANENBERG,LAST,Manenberg,Station,18.5498707239083,-33.9984783366869
DTA1,LANGA to BLAAUWBERG RIDGE,FIRST,Langa,Station,18.5295954883097,-33.9398755224433
DTA1,LANGA to BLAAUWBERG RIDGE,LAST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTA4,CITY GOLDEN ACRE D LANE to KOEBERG POWER STN,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DTA4,CITY GOLDEN ACRE D LANE to KOEBERG POWER STN,LAST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTA5,NYANGA TERM to KILLARNEY,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTA5,NYANGA TERM to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DTA6,NYANGA TERM to KILLARNEY,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTA6,NYANGA TERM to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DTA7,KILLARNEY to NYANGA TERM,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DTA7,KILLARNEY to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTA8,BONTEHEUWEL to KILLARNEY,FIRST,Bonteheuwel,Station,18.5520313179279,-33.9518233154907
DTA8,BONTEHEUWEL to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DTB0,NYANGA TERM to BLAAUWBERG RIDGE,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTB0,NYANGA TERM to BLAAUWBERG RIDGE,LAST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTB3,NYANGA TERM to KILLARNEY,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTB3,NYANGA TERM to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DTB6,KILLARNEY to NYANGA TERM,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DTB6,KILLARNEY to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTB7,NYANGA TERM to KILLARNEY,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTB7,NYANGA TERM to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DTB8,LANGA N2 GATEWAY to BLAAUWBERG RIDGE,FIRST,On Washington Drive after Jungle,Stop,18.5298219119948,-33.9439422792923
DTB8,LANGA N2 GATEWAY to BLAAUWBERG RIDGE,LAST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTC5,SALT RIVER MARKET to KOEBERG POWER STN,FIRST,On Voortrekker Road 1st after Bromwell,Stop,18.4608354356461,-33.9277746112421
DTC5,SALT RIVER MARKET to KOEBERG POWER STN,LAST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTD2,BLAAUWBERG RIDGE to LANGA N2 GATEWAY,FIRST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTD2,BLAAUWBERG RIDGE to LANGA N2 GATEWAY,LAST,On Washington Drive after Rhodes,Stop,18.5291939905507,-33.944039047843
DTE8,BONTEHEUWEL to KILLARNEY,FIRST,Bonteheuwel,Station,18.5520313179279,-33.9518233154907
DTE8,BONTEHEUWEL to KILLARNEY,LAST,Killarney,Station,18.525361880339,-33.8333067217032
DTE9,KILLARNEY to BONTEHEUWEL,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DTE9,KILLARNEY to BONTEHEUWEL,LAST,Bonteheuwel,Station,18.5520313179279,-33.9518233154907
DTF0,KOEBERG POWER STN to CITY,FIRST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTF0,KOEBERG POWER STN to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DTF1,CITY (ADD. STR.) to KOEBERG POWER STN,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DTF1,CITY (ADD. STR.) to KOEBERG POWER STN,LAST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTF3,KOEBERG POWER STN to CITY,FIRST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTF3,KOEBERG POWER STN to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DTF8,CITY GOLDEN ACRE D LANE to KOEBERG POWER STN,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DTF8,CITY GOLDEN ACRE D LANE to KOEBERG POWER STN,LAST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTF9,KOEBERG POWER STN to CITY,FIRST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTF9,KOEBERG POWER STN to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DTG0,CITY GOLDEN ACRE D LANE to KOEBERG POWER STN,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DTG0,CITY GOLDEN ACRE D LANE to KOEBERG POWER STN,LAST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTG6,NYANGA TERM to BLAAUWBERG RIDGE,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTG6,NYANGA TERM to BLAAUWBERG RIDGE,LAST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTG7,BLAAUWBERG RIDGE to NYANGA TERM,FIRST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTG7,BLAAUWBERG RIDGE to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTH2,KOEBERG POWER STN to CITY,FIRST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTH2,KOEBERG POWER STN to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DTH4,KILLARNEY to NYANGA TERM,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DTH4,KILLARNEY to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTJ1,BLAAUWBERG RIDGE to NYANGA TERM,FIRST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTJ1,BLAAUWBERG RIDGE to NYANGA TERM,LAST,On Klipfontein Road after Devils Peak,Stop,18.55848155443,-33.9722481681622
DTJ2,NYANGA TERM to BLAAUWBERG RIDGE,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTJ2,NYANGA TERM to BLAAUWBERG RIDGE,LAST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTK4,NYANGA TERM to MELKBOS,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTK4,NYANGA TERM to MELKBOS,LAST,On Otto du Plessis Drive after Pelican,Stop,18.4451301567094,-33.7005792960836
DTK7,MELKBOS to PHILIPPI EAST SAP,FIRST,On Birkenhead Drive after Atlantic Beach,Stop,18.4470081144266,-33.7323766007733
DTK7,MELKBOS to PHILIPPI EAST SAP,LAST,On Sheffield Road 4th after Stock,Stop,18.6162305058127,-34.0061678586806
DTL0,NYANGA TERM to BLAAUWBERG RIDGE,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTL0,NYANGA TERM to BLAAUWBERG RIDGE,LAST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTL1,BLAAUWBERG RIDGE to NYANGA TERM,FIRST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTL1,BLAAUWBERG RIDGE to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTL2,PHILIPPI EAST SAP to MELKBOS,FIRST,On Ntloyiya Road after Ngqwangi,Stop,18.6129674201471,-34.0119904835886
DTL2,PHILIPPI EAST SAP to MELKBOS,LAST,On Birkenhead Drive after Otto du Plessis,Stop,18.44792763738,-33.7320110775377
DTL3,MELKBOS to PHILIPPI EAST SAP,FIRST,On Birkenhead Drive after Atlantic Beach,Stop,18.4470081144266,-33.7323766007733
DTL3,MELKBOS to PHILIPPI EAST SAP,LAST,On Sheffield Road 4th after Stock,Stop,18.6162305058127,-34.0061678586806
DTL4,NYANGA TERM to BLAAUWBERG RIDGE,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTL4,NYANGA TERM to BLAAUWBERG RIDGE,LAST,On Otto du Plessis Drive 1st after Beach Estate,Stop,18.4580646493365,-33.7895478750064
DTL6,LANGA to MELKBOS,FIRST,Langa,Station,18.5295954883097,-33.9398755224433
DTL6,LANGA to MELKBOS,LAST,On Birkenhead Drive after Otto du Plessis,Stop,18.44792763738,-33.7320110775377
DTL8,PHILIPPI EAST SAP to KOEBERG POWER STN,FIRST,On Ntloyiya Road after Ngqwangi,Stop,18.6129674201471,-34.0119904835886
DTL8,PHILIPPI EAST SAP to KOEBERG POWER STN,LAST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTL9,KOEBERG POWER STN to PHILIPPI EAST SAP,FIRST,Koeberg Power Station,Stop,18.4354293852113,-33.6747687589655
DTL9,KOEBERG POWER STN to PHILIPPI EAST SAP,LAST,On Sheffield Road 2nd after Stock,Stop,18.6096464950495,-34.0066970699956
DTM0,NYANGA TERM to BLAAUWBERG RIDGE,FIRST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DTM0,NYANGA TERM to BLAAUWBERG RIDGE,LAST,On Coast Road after Sandown,Stop,18.4795716621212,-33.7987551063374
DTM2,KILLARNEY to NYANGA TERM,FIRST,Killarney,Station,18.525361880339,-33.8333067217032
DTM2,KILLARNEY to NYANGA TERM,LAST,Nyanga Central,Station,18.5833583259872,-33.9921954955436
DXA0,MOWBRAY to CITY,FIRST,Mowbray,Station,18.4736745575384,-33.9485832827389
DXA0,MOWBRAY to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXA1,CITY GOLDEN ACRE A LANE to MOWBRAY,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXA1,CITY GOLDEN ACRE A LANE to MOWBRAY,LAST,Mowbray,Station,18.4736745575384,-33.9485832827389
DXA2,WATERFRONT to STEENBERG,FIRST,Waterfront,Station,18.4243293250799,-33.9012757723874
DXA2,WATERFRONT to STEENBERG,LAST,On Military Road 2nd after Mossie,Stop,18.4811376356827,-34.0751156295918
DXA3,STEENBERG to CITY,FIRST,On Henley Road (Steenberg Station),Stop,18.4640367807604,-34.075961772056
DXA3,STEENBERG to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXA5,OCEAN VIEW to CITY,FIRST,Ocean View,Stop,18.3567448024659,-34.1540031018376
DXA5,OCEAN VIEW to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXA8,RETREAT to WYNBERG,FIRST,Retreat,Station,18.4627419228941,-34.0596929417675
DXA8,RETREAT to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
DXB2,CITY GOLDEN ACRE D LANE to OCEAN VIEW,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXB2,CITY GOLDEN ACRE D LANE to OCEAN VIEW,LAST,On Aries Avenue after Aquarius,Stop,18.3559228768548,-34.1522859655961
DXB3,CITY GOLDEN ACRE D LANE to WYNBERG,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXB3,CITY GOLDEN ACRE D LANE to WYNBERG,LAST,Wynberg,Station,18.4723187782022,-34.005210977062
DXB7,TOLLGATE STOP 69 to RETREAT,FIRST,On Victoria Road after Page,Stop,18.4445012187626,-33.9283330781066
DXB7,TOLLGATE STOP 69 to RETREAT,LAST,Retreat,Station,18.4627419228941,-34.0596929417675
DXC0,RETREAT to CITY,FIRST,Retreat,Station,18.4627419228941,-34.0596929417675
DXC0,RETREAT to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXC1,CITY GOLDEN ACRE D LANE to RETREAT,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXC1,CITY GOLDEN ACRE D LANE to RETREAT,LAST,Retreat,Station,18.4627419228941,-34.0596929417675
DXC2,RETREAT to CITY,FIRST,Retreat,Station,18.4627419228941,-34.0596929417675
DXC2,RETREAT to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXC3,CITY GOLDEN ACRE D LANE to RETREAT,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXC3,CITY GOLDEN ACRE D LANE to RETREAT,LAST,Retreat,Station,18.4627419228941,-34.0596929417675
DXC4,RETREAT to CITY,FIRST,Retreat,Station,18.4627419228941,-34.0596929417675
DXC4,RETREAT to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXC5,CITY GOLDEN ACRE D LANE to RETREAT,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXC5,CITY GOLDEN ACRE D LANE to RETREAT,LAST,Retreat,Station,18.4627419228941,-34.0596929417675
DXC6,RETREAT to CITY,FIRST,Retreat,Station,18.4627419228941,-34.0596929417675
DXC6,RETREAT to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXC7,CITY GOLDEN ACRE D LANE to RETREAT,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXC7,CITY GOLDEN ACRE D LANE to RETREAT,LAST,Retreat,Station,18.4627419228941,-34.0596929417675
DXC9,TOLLGATE STOP 69 to RETREAT,FIRST,On Victoria Road after Page,Stop,18.4445012187626,-33.9283330781066
DXC9,TOLLGATE STOP 69 to RETREAT,LAST,Retreat,Station,18.4627419228941,-34.0596929417675
DXE0,STEENBERG to CITY,FIRST,On Henley Road (Steenberg Station),Stop,18.4640367807604,-34.075961772056
DXE0,STEENBERG to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXE1,CITY GOLDEN ACRE D LANE to STEENBERG,FIRST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DXE1,CITY GOLDEN ACRE D LANE to STEENBERG,LAST,On Military Road 2nd after Mossie,Stop,18.4811376356827,-34.0751156295918
DYA0,MAMRE (PARADISE RD) to CITY,FIRST,On Seemeeu Street after Palm,Stop,18.466073883619,-33.5141180064993
DYA0,MAMRE (PARADISE RD) to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DYA2,PELLA to CITY,FIRST,On Pella Road after Pine,Stop,18.5207331099927,-33.5388467001004
DYA2,PELLA to CITY,LAST,Golden Acre,Station,18.4248896815304,-33.9240870180641
DYA4,MAMRE (PARADISE RD) to BELLVILLE,FIRST,On Silverstream Road 1st after Dassenberg,Stop,18.4836657819875,-33.5205577879367
DYA4,MAMRE (PARADISE RD) to BELLVILLE,LAST,Bellville,Station,18.6298174453258,-33.9058781585298
DYA5,BELLVILLE B LANE to MAMRE (PARADISE RD),FIRST,Bellville,Station,18.6298174453258,-33.9058781585298
DYA5,BELLVILLE B LANE to MAMRE (PARADISE RD),LAST,On Silverstream Road after Poiet,Stop,18.4825685769808,-33.5204360029073
