trip_id,day_type,direction,route,CAPE TOWN,WOODSTOCK,SALT RIVER,KOEBERG RD,MAITLAND,NDABENI,PINELANDS,LANGA,BONTEHEUWEL,NETREG,HEIDEVELD,NYANGA,PHILIPPI,LENTEGEUR,MITCHELLS PL.,KAPTEINSKLIP
9532,SUNDAYS AND PUBLIC HOLIDAYS,inbound,S12,19:07,19:03,19:00,18:57,18:55,18:52,18:50,18:45,18:42,18:38,18:35,18:32,18:27,18:22,18:18,18:15
9534,SUNDAYS AND PUBLIC HOLIDAYS,inbound,S12,19:52,19:48,19:45,19:42,19:40,19:37,19:35,19:30,19:27,19:23,19:20,19:17,19:12,19:07,19:03,19:00
9566,MONDAYS TO FRIDAYS,inbound,S12,06:35,06:31,06:28,06:25,06:23,06:20,06:18,06:13,06:10,06:06,06:02,05:58,05:53,05:49,05:45,05:42
9508,MONDAYS TO FRIDAYS,inbound,S12,06:43,06:39,06:36,06:33,06:31,06:28,06:26,06:21,06:18,06:14,06:10,06:06,06:01,05:57,05:53,05:50
9510,MONDAYS TO FRIDAYS,inbound,S12,06:53,06:49,06:46,06:43,06:41,06:38,06:36,06:31,06:28,06:24,06:20,06:16,06:11,06:07,06:03,06:00
9572,MONDAYS TO FRIDAYS,inbound,S12,07:01,06:57,06:54,06:51,06:49,06:46,06:44,06:39,06:36,06:31,06:27,06:23,06:24,06:19,06:15,06:12
9512,MONDAYS TO FRIDAYS,inbound,S12,07:13,07:09,07:06,07:03,07:01,06:58,06:56,06:51,06:48,06:44,06:40,06:36,06:31,06:27,06:23,06:20
9514,MONDAYS TO FRIDAYS,inbound,S12,07:33,07:29,07:26,07:23,07:21,07:18,07:16,07:11,07:08,07:04,07:00,06:56,06:51,06:47,06:43,06:40
9501,SUNDAYS AND PUBLIC HOLIDAYS,outbound,S12,05:50,05:53,05:56,05:58,06:01,06:04,06:06,06:11,06:15,06:18,06:21,06:25,06:29,06:35,06:38,06:41
9503,SUNDAYS AND PUBLIC HOLIDAYS,outbound,S12,06:50,06:53,06:56,06:58,07:01,07:04,07:06,07:11,07:15,07:18,07:21,07:25,07:29,07:35,07:38,07:41
9505,SUNDAYS AND PUBLIC HOLIDAYS,outbound,S12,07:50,07:53,07:56,07:58,08:01,08:04,08:06,08:11,08:15,08:18,08:21,08:25,08:29,08:35,08:38,08:41
9532,MONDAYS TO FRIDAYS,inbound,S12,,,,,,,,11:05,11:02,10:58,10:54,10:50,10:46,10:42,10:38,10:35
