LONGITUD_1,Latitude,StationNAm,OID_,Rank,Name,LATITUDE_1,PLACENAM_3,Station__1,StationOwn,Total,StationID,RegionID,OBJECTID,ENTITY_1,SubRegion,StationI_1,REMARKS_1,Station,STATIONCAT,Longitude,PLACENAM_2,Address
,-33.925189,,,,DU TOIT,,,,,,,,,,,,,,,18.697828,,"Alta du Toit Skool, 37, Piet Fransman Street, Amandelrug, Cape Town Ward 11, Kuilsrivier, City of Cape Town, Western Cape, 7580, South Africa"
,-33.923843,,,,ESPLANADE,,,,,,,,,,,,,,,18.445332,,"Esplanade, Forgate Street, Cape Town Ward 115, Cape Town, City of Cape Town, Western Cape, 7925, South Africa"
,-34.1031394,,,,FALSE BAY,,,,,,,,,,,,,,,18.4689498,,"False Bay, Albertyn Road, Marina Da Gama, Cape Town Ward 64, City of Cape Town, Western Cape, 7945, South Africa"
,-34.137645,,,,FISH HOEK,,,,,,,,,,,,,,,18.424672,,"False Bay College (Fish Hoek Campus), De Waal Road, Risiview, Cape Town Ward 64, Fish Hoek, City of Cape Town, Western Cape, 7975, South Africa"
,-33.910911,,,,GOODWOOD,,,,,,,,,,,,,,,18.552361,,"PEP, Gertrude Street, Goodwood Estate, Cape Town Ward 27, Cape Town, City of Cape Town, Western Cape, 7460, South Africa"
,-33.943231,,,,HUGUENOT,,,,,,,,,,,,,,,18.414671,,"Huguenot Avenue, Cape Town Ward 77, Cape Town, City of Cape Town, Western Cape, 8001, South Africa"
,-33.913007,,,,KENTEMADE,,,,,,,,,,,,,,,18.497762,,"Kentemade, 12th Street, Kensington, Cape Town Ward 56, Cape Town, City of Cape Town, Western Cape, 7425, South Africa"
,-33.806312,,,,KLAPMUTS,,,,,,,,,,,,,,,18.869738,,"Klapmuts, Beyers, Stellenbosch Ward 18, Klapmuts, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7625, South Africa"
,-34.050027,,,,KOELENHOF,,,,,,,,,,,,,,,18.602795,,"Koelenhof Close, Westridge, Cape Town Ward 78, Mitchells Plain, City of Cape Town, Western Cape, 7798, South Africa"
,-33.9336442,,,,KUILS RIVER,,,,,,,,,,,,,,,18.6775659,,"Kuils River, Station Street, De Kuilen, Cape Town Ward 11, Kuilsrivier, City of Cape Town, Western Cape, 7580, South Africa"
,-34.0603,,,,KUYASA,,,,,,,,,,,,,,,18.688695,,"Welcome Zenzile Street, Kuyasa, Cape Town Ward 97, Khayelitsha, City of Cape Town, Western Cape, 7784, South Africa"
,-34.049179,,,,LYNEDOCH,,,,,,,,,,,,,,,18.603072,,"Lynedoch Court, Westridge, Cape Town Ward 78, Mitchells Plain, City of Cape Town, Western Cape, 7798, South Africa"
,-34.012505,,,,MBEKWENI,,,,,,,,,,,,,,,18.638541,,"Mbekweni Street, Mxolisi Phetani (Site C), Cape Town Ward 18, City of Cape Town, Western Cape, 7783, South Africa"
,-33.989556,,,,MELTON ROSE,,,,,,,,,,,,,,,18.720553,,"Melton Rose, Melton Road, Palm Park, Cape Town Ward 17, Eersterivier, City of Cape Town, Western Cape, 7129, South Africa"
,-34.050556,,,,MITCHELLS PL,,,,,,,,,,,,,,,18.618056,,"Etosha Way, Eastridge, Cape Town Ward 79, Mitchells Plain, City of Cape Town, Western Cape, 7785, South Africa"
,-33.831116,,,,MULDERSVLEI,,,,,,,,,,,,,,,18.828006,,"Muldersvlei, R101, Stellenbosch Ward 19, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7607, South Africa"
,-33.931701,,,,SALT RIVER,,,,,,,,,,,,,,,18.461006,,"67, Burns Road, Salt River, Cape Town, City of Cape Town, Western Cape, 7925, South Africa"
,-34.193181,,,,SIMONS TOWN,,,,,,,,,,,,,,,18.433266,,"Jubilee Square, Saint George's Street, Seaforth, Cape Town Ward 61, Simon's Town, City of Cape Town, Western Cape, 7995, South Africa"
,-33.884268,,,,STELLENBOSCH,,,,,,,,,,,,,,,18.6273,,"Stellenbosch Business School, Hume Street, Cape Town Ward 70, Bellville, City of Cape Town, Western Cape, 7530, South Africa"
,-34.009218,,,,STOCK ROAD,,,,,,,,,,,,,,,18.606137,,"Stock Road, Cape Town Ward 88, City of Cape Town, Western Cape, 7789, South Africa"
,-34.144301,,,,SUNNY COVE,,,,,,,,,,,,,,,18.437119,,"Sunny Cove, Simonstown Road, Cape Town Ward 64, Fish Hoek, City of Cape Town, Western Cape, 7974, South Africa"
,-33.962044,,,,VLOTTENBURG,,,,,,,,,,,,,,,18.799883,,"Vlottenburg, Baden Powell Drive, Stellenbosch Ward 11, Stellenbosch Local Municipality, Cape Winelands District Municipality, Western Cape, 7604, South Africa"
,-34.012101,,,,WELLINGTON,,,,,,,,,,,,,,,18.465959,,"Wellington Avenue, Cape Town Ward 62, Cape Town, City of Cape Town, Western Cape, 7800, South Africa"
,-33.922281,,,,WOLTEMADE,,,,,,,,,,,,,,,18.507538,,"Woltemade, Jan Smuts Drive, Ndabeni, Cape Town Ward 53, Cape Town, City of Cape Town, Western Cape, 7405, South Africa"
18.55036889,-33.94209500043681,BONTHEUWEL,70,72,BONTHEUWEL,-33.94209513,BONTHEUWEL,BTL,PRASA STATION,21299163.7,BTL,WC,6,PRASA,Western Cape,BTL, ,BONTHEUWEL,Core,18.550369000183665,BONTHEUWEL,"Bonteheuwel, Assegaai Avenue, Bonteheuwel, Cape Town Ward 50, City of Cape Town, Western Cape, 7535, South Africa"
18.73091398,-34.00074300057202,EERSTERIVIER,38,21,EERSTERIVIER,-34.00074328,EERSTERIVIER,EER,PRASA STATION,9167628.7,EER,WC,12,PRASA,Western Cape,EER, ,EERSTERIVIER,Core,18.730913999259037,EERSTERIVIER,"Eerste River, Station Road, Penhill, Cape Town Ward 14, Eersterivier, City of Cape Town, Western Cape, 7129, South Africa"
18.56908284,-33.910539999944106,ELSIESRIVIER,75,100,ELSIESRIVIER,-33.91054029,ELSIESRIVIER,ERH,PRASA STATION,8241920.3,ERH,WC,14,PRASA,Western Cape,ERH, ,ELSIESRIVIER,Intermediate,18.569083000328927,ELSIESRIVIER,"Elsies River, 1st Avenue, Vrijzee, Cape Town Ward 26, Parow, City of Cape Town, Western Cape, 7940, South Africa"
18.47118724,-33.98828599996395,HARFIELD ROAD,101,302,HARFIELD ROAD,-33.98828641,HARFIELD ROAD,HRD,PRASA STATION,6627468.2,HRD,WC,18,PRASA,Western Cape,HRD, ,HARFIELD ROAD,Small,18.471186999992792,HARFIELD ROAD,"Harfield Road, Cape Town Ward 59, Cape Town, City of Cape Town, Western Cape, 7708, South Africa"
18.45021109,-34.12629899954983,KALKBAAI,113,261,KALKBAAI,-34.10821047,KALKBAAI,KAB,PRASA STATION,4865794.1,KAB,WC,22,PRASA,Western Cape,KAB, ,KALKBAAI,Small,18.449955999665885,KALKBAAI,"Kalk Bay, Main Road, Cape Town Ward 64, City of Cape Town, Western Cape, 7997, South Africa"
18.47791982,-33.925787000260534,KOEBERGWEG,128,202,KOEBERGWEG,-33.92578654,KOEBERGWEG,KOB,PRASA STATION,4349444,KOB,WC,26,PRASA,Western Cape,KOB, ,KOEBERGWEG,Small,18.477920000116708,KOEBERGWEG,"Koeberg Road, Camp Road, Maitland, Cape Town, City of Cape Town, Western Cape, 7295, South Africa"
18.46761006,-33.97419400006756,NEWLANDS (NUWELAND),293,254,NEWLANDS (NUWELAND),-33.97419392, ,NDL,PRASA STATION,2789132.8,NDL,WC,41,PRASA,Western Cape,NDL, ,NEWLANDS (NUWELAND),Small,18.467610000299814,NEWLANDS (NUWELAND),"Newlands, Sport Pienaar Road, South African Breweries, Newlands, Cape Town, City of Cape Town, Western Cape, 7700, South Africa"
